CIPCode2010,CIPTitle2010,Action,Text change,CIPCode2020,CIPTitle2020,,,CIPCode2010,CIPCode2020
42.2899,"Clinical, Counseling and Applied Psychology, Other.",No substantive changes,no,42.2899,"Clinical, Counseling and Applied Psychology, Other.",,,42.2899,42.2899
42.99,"Psychology, Other.",No substantive changes,no,42.99,"Psychology, Other.",,,42.99,42.99
42.9999,"Psychology, Other.",No substantive changes,no,42.9999,"Psychology, Other.",,,42.9999,42.9999
43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",No substantive changes,no,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",,,43,43
43.01,Criminal Justice and Corrections.,No substantive changes,no,43.01,Criminal Justice and Corrections.,,,43.01,43.01
,,New,no,43.0100,"Criminal Justice and Corrections, General.",,,,43.01
43.0102,Corrections.,No substantive changes,no,43.0102,Corrections.,,,43.0102,43.0102
43.0103,Criminal Justice/Law Enforcement Administration.,No substantive changes,no,43.0103,Criminal Justice/Law Enforcement Administration.,,,43.0103,43.0103
43.0104,Criminal Justice/Safety Studies.,No substantive changes,no,43.0104,Criminal Justice/Safety Studies.,,,43.0104,43.0104
43.0106,Forensic Science and Technology.,Moved to,no,43.0406,Forensic Science and Technology.,,,43.0106,43.0406
43.0107,Criminal Justice/Police Science.,No substantive changes,no,43.0107,Criminal Justice/Police Science.,,,43.0107,43.0107
43.0109,Security and Loss Prevention Services.,No substantive changes,no,43.0109,Security and Loss Prevention Services.,,,43.0109,43.0109
43.0110,Juvenile Corrections.,No substantive changes,no,43.0110,Juvenile Corrections.,,,43.011,43.011
43.0111,Criminalistics and Criminal Science.,Moved to,no,43.0402,Criminalistics and Criminal Science.,,,43.0111,43.0402
43.0112,Securities Services Administration/Management.,No substantive changes,no,43.0112,Securities Services Administration/Management.,,,43.0112,43.0112
43.0113,Corrections Administration.,No substantive changes,no,43.0113,Corrections Administration.,,,43.0113,43.0113
43.0114,Law Enforcement Investigation and Interviewing.,No substantive changes,no,43.0114,Law Enforcement Investigation and Interviewing.,,,43.0114,43.0114
43.0115,Law Enforcement Record-Keeping and Evidence Management.,No substantive changes,no,43.0115,Law Enforcement Record-Keeping and Evidence Management.,,,43.0115,43.0115
43.0116,Cyber/Computer Forensics and Counterterrorism.,Moved to,no,43.0403,Cyber/Computer Forensics and Counterterrorism.,,,43.0116,43.0403
43.0117,Financial Forensics and Fraud Investigation.,Moved to,no,43.0405,Financial Forensics and Fraud Investigation.,,,43.0117,43.0405
43.0118,Law Enforcement Intelligence Analysis.,Moved to,no,43.0408,Law Enforcement Intelligence Analysis.,,,43.0118,43.0408
43.0119,Critical Incident Response/Special Police Operations.,No substantive changes,no,43.0119,Critical Incident Response/Special Police Operations.,,,43.0119,43.0119
43.0120,Protective Services Operations.,No substantive changes,no,43.0120,Protective Services Operations.,,,43.012,43.012
43.0121,Suspension and Debarment Investigation.,No substantive changes,no,43.0121,Suspension and Debarment Investigation.,,,43.0121,43.0121
43.0122,Maritime Law Enforcement.,No substantive changes,no,43.0122,Maritime Law Enforcement.,,,43.0122,43.0122
43.0123,Cultural/Archaelogical Resources Protection.,No substantive changes,no,43.0123,Cultural/Archaelogical Resources Protection.,,,43.0123,43.0123
43.0199,"Corrections and Criminal Justice, Other.",No substantive changes,no,43.0199,"Corrections and Criminal Justice, Other.",,,43.0199,43.0199
43.02,Fire Protection.,No substantive changes,no,43.02,Fire Protection.,,,43.02,43.02
43.0201,Fire Prevention and Safety Technology/Technician.,No substantive changes,no,43.0201,Fire Prevention and Safety Technology/Technician.,,,43.0201,43.0201
43.0202,Fire Services Administration.,No substantive changes,no,43.0202,Fire Services Administration.,,,43.0202,43.0202
43.0203,Fire Science/Fire-fighting.,No substantive changes,no,43.0203,Fire Science/Fire-fighting.,,,43.0203,43.0203
43.0204,Fire Systems Technology.,No substantive changes,no,43.0204,Fire Systems Technology.,,,43.0204,43.0204
43.0205,Fire/Arson Investigation and Prevention.,No substantive changes,no,43.0205,Fire/Arson Investigation and Prevention.,,,43.0205,43.0205
43.0206,Wildland/Forest Firefighting and Investigation.,No substantive changes,no,43.0206,Wildland/Forest Firefighting and Investigation.,,,43.0206,43.0206
43.0299,"Fire Protection, Other.",No substantive changes,no,43.0299,"Fire Protection, Other.",,,43.0299,43.0299
43.03,Homeland Security.,No substantive changes,no,43.03,Homeland Security.,,,43.03,43.03
43.0301,Homeland Security.,No substantive changes,no,43.0301,Homeland Security.,,,43.0301,43.0301
43.0302,Crisis/Emergency/Disaster Management.,No substantive changes,no,43.0302,Crisis/Emergency/Disaster Management.,,,43.0302,43.0302
43.0303,Critical Infrastructure Protection.,No substantive changes,no,43.0303,Critical Infrastructure Protection.,,,43.0303,43.0303
43.0304,Terrorism and Counterterrorism Operations.,No substantive changes,no,43.0304,Terrorism and Counterterrorism Operations.,,,43.0304,43.0304
43.0399,"Homeland Security, Other.",No substantive changes,no,43.0399,"Homeland Security, Other.",,,43.0399,43.0399
,,New,no,43.04,Security Science and Technology.,,,,43.04
,,New,no,43.0401,"Security Science and Technology, General.",,,,43.0401
,,New,no,43.0404,Cybersecurity Defense Strategy/Policy.,,,,43.0404
,,New,no,43.0407,Geospatial Intelligence.,,,,43.0407
,,New,no,43.0499,"Security Science and Technology, Other.",,,,43.0499
43.99,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",No substantive changes,no,43.99,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",,,43.99,43.99
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",No substantive changes,no,43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",,,43.9999,43.9999
44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,No substantive changes,no,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,,,44,44
44.00,"Human Services, General.",No substantive changes,no,44.00,"Human Services, General.",,,44,44
44.0000,"Human Services, General.",No substantive changes,no,44.0000,"Human Services, General.",,,44,44
44.02,Community Organization and Advocacy.,No substantive changes,no,44.02,Community Organization and Advocacy.,,,44.02,44.02
44.0201,Community Organization and Advocacy.,No substantive changes,yes,44.0201,Community Organization and Advocacy.,,,44.0201,44.0201
44.04,Public Administration.,No substantive changes,no,44.04,Public Administration.,,,44.04,44.04
44.0401,Public Administration.,No substantive changes,no,44.0401,Public Administration.,,,44.0401,44.0401
,,New,no,44.0402,Public Works Management.,,,,44.0402
,,New,no,44.0403,Transportation and Infrastructure Planning/Studies.,,,,44.0403
,,New,no,44.0499,"Public Administration, Other.",,,,44.0499
44.05,Public Policy Analysis.,No substantive changes,no,44.05,Public Policy Analysis.,,,44.05,44.05
44.0501,"Public Policy Analysis, General.",No substantive changes,no,44.0501,"Public Policy Analysis, General.",,,44.0501,44.0501
44.0502,Education Policy Analysis.,No substantive changes,no,44.0502,Education Policy Analysis.,,,44.0502,44.0502
44.0503,Health Policy Analysis.,No substantive changes,no,44.0503,Health Policy Analysis.,,,44.0503,44.0503
44.0504,International Policy Analysis.,No substantive changes,no,44.0504,International Policy Analysis.,,,44.0504,44.0504
,,New,no,44.0580,Reserved.,,,,44.058
44.0599,"Public Policy Analysis, Other.",No substantive changes,no,44.0599,"Public Policy Analysis, Other.",,,44.0599,44.0599
44.07,Social Work.,No substantive changes,no,44.07,Social Work.,,,44.07,44.07
44.0701,Social Work.,No substantive changes,no,44.0701,Social Work.,,,44.0701,44.0701
44.0702,Youth Services/Administration.,No substantive changes,no,44.0702,Youth Services/Administration.,,,44.0702,44.0702
,,New,no,44.0703,Forensic Social Work.,,,,44.0703
44.0799,"Social Work, Other.",No substantive changes,no,44.0799,"Social Work, Other.",,,44.0799,44.0799
44.99,"Public Administration and Social Service Professions, Other.",No substantive changes,no,44.99,"Public Administration and Social Service Professions, Other.",,,44.99,44.99
44.9999,"Public Administration and Social Service Professions, Other.",No substantive changes,no,44.9999,"Public Administration and Social Service Professions, Other.",,,44.9999,44.9999
45,SOCIAL SCIENCES.,No substantive changes,no,45,SOCIAL SCIENCES.,,,45,45
45.01,"Social Sciences, General.",No substantive changes,no,45.01,"Social Sciences, General.",,,45.01,45.01
45.0101,"Social Sciences, General.",No substantive changes,no,45.0101,"Social Sciences, General.",,,45.0101,45.0101
45.0102,Research Methodology and Quantitative Methods.,No substantive changes,no,45.0102,Research Methodology and Quantitative Methods.,,,45.0102,45.0102
,,New,no,45.0103,Survey Research/Methodology.,,,,45.0103
,,New,no,45.0199,"Social Sciences, Other.",,,,45.0199
45.02,Anthropology.,No substantive changes,no,45.02,Anthropology.,,,45.02,45.02
45.0201,Anthropology.,No substantive changes,yes,45.0201,"Anthropology, General.",,,45.0201,45.0201
45.0202,Physical and Biological Anthropology.,No substantive changes,no,45.0202,Physical and Biological Anthropology.,,,45.0202,45.0202
45.0203,Medical Anthropology.,No substantive changes,no,45.0203,Medical Anthropology.,,,45.0203,45.0203
45.0204,Cultural Anthropology.,No substantive changes,no,45.0204,Cultural Anthropology.,,,45.0204,45.0204
,,New,no,45.0205,Forensic Anthropology.,,,,45.0205
45.0299,"Anthropology, Other.",No substantive changes,no,45.0299,"Anthropology, Other.",,,45.0299,45.0299
45.03,Archeology.,No substantive changes,no,45.03,Archeology.,,,45.03,45.03
45.0301,Archeology.,No substantive changes,no,45.0301,Archeology.,,,45.0301,45.0301
45.04,Criminology.,No substantive changes,no,45.04,Criminology.,,,45.04,45.04
45.0401,Criminology.,No substantive changes,no,45.0401,Criminology.,,,45.0401,45.0401
45.05,Demography and Population Studies.,No substantive changes,yes,45.05,Demography.,,,45.05,45.05
45.0501,Demography and Population Studies.,No substantive changes,no,45.0501,Demography and Population Studies.,,,45.0501,45.0501
,,New,no,45.0502,Applied Demography.,,,,45.0502
,,New,no,45.0599,"Demography, Other.",,,,45.0599
45.06,Economics.,No substantive changes,no,45.06,Economics.,,,45.06,45.06
45.0601,"Economics, General.",No substantive changes,no,45.0601,"Economics, General.",,,45.0601,45.0601
45.0602,Applied Economics.,No substantive changes,no,45.0602,Applied Economics.,,,45.0602,45.0602
45.0603,Econometrics and Quantitative Economics.,No substantive changes,no,45.0603,Econometrics and Quantitative Economics.,,,45.0603,45.0603
45.0604,Development Economics and International Development.,No substantive changes,no,45.0604,Development Economics and International Development.,,,45.0604,45.0604
45.0605,International Economics.,No substantive changes,no,45.0605,International Economics.,,,45.0605,45.0605
45.0699,"Economics, Other.",No substantive changes,no,45.0699,"Economics, Other.",,,45.0699,45.0699
45.07,Geography and Cartography.,No substantive changes,no,45.07,Geography and Cartography.,,,45.07,45.07
45.0701,Geography.,No substantive changes,no,45.0701,Geography.,,,45.0701,45.0701
45.0702,Geographic Information Science and Cartography.,No substantive changes,no,45.0702,Geographic Information Science and Cartography.,,,45.0702,45.0702
45.0799,"Geography, Other.",No substantive changes,no,45.0799,"Geography, Other.",,,45.0799,45.0799
45.09,International Relations and National Security Studies.,No substantive changes,no,45.09,International Relations and National Security Studies.,,,45.09,45.09
45.0901,International Relations and Affairs.,No substantive changes,no,45.0901,International Relations and Affairs.,,,45.0901,45.0901
45.0902,National Security Policy Studies.,No substantive changes,no,45.0902,National Security Policy Studies.,,,45.0902,45.0902
45.0999,"International Relations and National Security Studies, Other.",No substantive changes,no,45.0999,"International Relations and National Security Studies, Other.",,,45.0999,45.0999
45.10,Political Science and Government.,No substantive changes,no,45.10,Political Science and Government.,,,45.1,45.1
45.1001,"Political Science and Government, General.",No substantive changes,no,45.1001,"Political Science and Government, General.",,,45.1001,45.1001
45.1002,American Government and Politics (United States).,No substantive changes,no,45.1002,American Government and Politics (United States).,,,45.1002,45.1002
45.1003,Canadian Government and Politics.,No substantive changes,no,45.1003,Canadian Government and Politics.,,,45.1003,45.1003
45.1004,Political Economy.,No substantive changes,no,45.1004,Political Economy.,,,45.1004,45.1004
45.1099,"Political Science and Government, Other.",No substantive changes,no,45.1099,"Political Science and Government, Other.",,,45.1099,45.1099
45.11,Sociology.,No substantive changes,no,45.11,Sociology.,,,45.11,45.11
45.1101,Sociology.,No substantive changes,yes,45.1101,"Sociology, General.",,,45.1101,45.1101
,,New,no,45.1102,Applied/Public Sociology.,,,,45.1102
,,New,no,45.1199,"Sociology, Other.",,,,45.1199
45.12,Urban Studies/Affairs.,No substantive changes,no,45.12,Urban Studies/Affairs.,,,45.12,45.12
45.1201,Urban Studies/Affairs.,No substantive changes,no,45.1201,Urban Studies/Affairs.,,,45.1201,45.1201
45.13,Sociology and Anthropology.,No substantive changes,no,45.13,Sociology and Anthropology.,,,45.13,45.13
45.1301,Sociology and Anthropology.,No substantive changes,no,45.1301,Sociology and Anthropology.,,,45.1301,45.1301
45.14,Rural Sociology.,Deleted,no,45.14,"Deleted, report under 45.1103",,,45.14,45.14
45.1401,Rural Sociology.,Moved to,no,45.1103,Rural Sociology.,,,45.1401,45.1103
,,New,no,45.15,Geography and Anthropology.,,,,45.15
,,New,no,45.1501,Geography and Anthropology.,,,,45.1501
45.99,"Social Sciences, Other.",No substantive changes,no,45.99,"Social Sciences, Other.",,,45.99,45.99
45.9999,"Social Sciences, Other.",No substantive changes,no,45.9999,"Social Sciences, Other.",,,45.9999,45.9999
46,CONSTRUCTION TRADES.,No substantive changes,no,46,CONSTRUCTION TRADES.,,,46,46
46.00,"Construction Trades, General.",No substantive changes,no,46.00,"Construction Trades, General.",,,46,46
46.0000,"Construction Trades, General.",No substantive changes,no,46.0000,"Construction Trades, General.",,,46,46
46.01,Mason/Masonry.,No substantive changes,no,46.01,Mason/Masonry.,,,46.01,46.01
46.0101,Mason/Masonry.,No substantive changes,no,46.0101,Mason/Masonry.,,,46.0101,46.0101
46.02,Carpenters.,No substantive changes,no,46.02,Carpenters.,,,46.02,46.02
46.0201,Carpentry/Carpenter.,No substantive changes,no,46.0201,Carpentry/Carpenter.,,,46.0201,46.0201
46.03,Electrical and Power Transmission Installers.,No substantive changes,no,46.03,Electrical and Power Transmission Installers.,,,46.03,46.03
46.0301,"Electrical and Power Transmission Installation/Installer, General.",No substantive changes,no,46.0301,"Electrical and Power Transmission Installation/Installer, General.",,,46.0301,46.0301
46.0302,Electrician.,No substantive changes,no,46.0302,Electrician.,,,46.0302,46.0302
46.0303,Lineworker.,No substantive changes,no,46.0303,Lineworker.,,,46.0303,46.0303
46.0399,"Electrical and Power Transmission Installers, Other.",No substantive changes,no,46.0399,"Electrical and Power Transmission Installers, Other.",,,46.0399,46.0399
46.04,"Building/Construction Finishing, Management, and Inspection.",No substantive changes,no,46.04,"Building/Construction Finishing, Management, and Inspection.",,,46.04,46.04
46.0401,Building/Property Maintenance.,No substantive changes,no,46.0401,Building/Property Maintenance.,,,46.0401,46.0401
46.0402,Concrete Finishing/Concrete Finisher.,No substantive changes,no,46.0402,Concrete Finishing/Concrete Finisher.,,,46.0402,46.0402
